generative_candidate_id,candidate_id,architecture,window_size,latent_dim,window_id,window_start,window_end,direction_id,seed,alpha,factor_mse_to_real,returns_mse_to_real,normalized_euclidean_distance,volatility_ratio,mean_abs_correlation_change,latent_step_distance,left_boundary_jump,right_boundary_jump
3,94,gru_256_256,12,64,26,2020-12-02,2020-12-17,8,314629,1.5,0.0002698292817669681,0.0005208813870508952,0.02282282600930251,0.20520991477732597,0.4655271245121013,0.0002626792138882237,0.016059151714337836,0.013898851550766266
3,94,gru_256_256,12,64,26,2020-12-02,2020-12-17,9,314630,0.0,0.0002708421185815823,0.0005183573890552401,0.022767463386491698,0.20409785375408995,0.4657158041407736,,0.016006618958878487,0.013948401735009004
3,94,gru_256_256,12,64,26,2020-12-02,2020-12-17,9,314630,0.25,0.0002707450620112729,0.0005184753080240317,0.022770052877058317,0.2060573029864839,0.46604435771763014,0.00012281185962625645,0.016013962266636858,0.013852978536548714
3,94,gru_256_256,12,64,26,2020-12-02,2020-12-17,9,314630,0.5,0.00027065623413130666,0.0005186150307726287,0.022773120795636,0.20807435949948416,0.46629509520908435,0.00012280342927586878,0.01602125852708317,0.013757612684275954
3,94,gru_256_256,12,64,26,2020-12-02,2020-12-17,9,314630,0.75,0.0002705756565836289,0.000518775796197441,0.02277665024092527,0.21014606848625253,0.46654216778172636,0.00012276111799764937,0.016028507903198867,0.013662406941875815
3,94,gru_256_256,12,64,26,2020-12-02,2020-12-17,9,314630,1.0,0.0002705033642408341,0.000518956903141208,0.022780625609082995,0.21226922317967772,0.4668911340609039,0.0001226842508727171,0.016035709106654396,0.013567459885962307
3,94,gru_256_256,12,64,26,2020-12-02,2020-12-17,9,314630,1.5,0.0002703836998223667,0.0005193771003083401,0.022789846430117514,0.21665807336462484,0.46780836419056426,0.0002450034074445108,0.01604996632813709,0.01337877379070657
3,94,gru_256_256,12,64,27,2021-01-28,2021-02-12,0,314721,0.0,0.0003279307734579234,0.0005480934479047272,0.023411395684681577,0.2395934556571282,0.5345423702841988,,0.03891735826424944,0.01957375388640988
3,94,gru_256_256,12,64,27,2021-01-28,2021-02-12,0,314721,0.25,0.0003278029735635324,0.0005476858300789099,0.023402688522452073,0.2393818862980575,0.5352847182219441,9.459292445817897e-05,0.038916430143096176,0.01955878849112196
3,94,gru_256_256,12,64,27,2021-01-28,2021-02-12,0,314721,0.5,0.00032767779045319646,0.0005472909587538902,0.023394250549096253,0.23918935274250216,0.5358732244894211,9.459386320898633e-05,0.03891547320818063,0.019542923675908243
3,94,gru_256_256,12,64,27,2021-01-28,2021-02-12,0,314721,0.75,0.0003275552867460249,0.0005469090942834399,0.02338608762241859,0.23901596376648226,0.5364818849392572,9.459435405908168e-05,0.03891448586752328,0.019526194210144846
3,94,gru_256_256,12,64,27,2021-01-28,2021-02-12,0,314721,1.0,0.0003274355459712562,0.0005465405540746488,0.023378206819057973,0.23886158883877373,0.5370178940114354,9.459489399418658e-05,0.03891346975481914,0.019508634164715963
3,94,gru_256_256,12,64,27,2021-01-28,2021-02-12,0,314721,1.5,0.0003272046315386542,0.0005458445549758125,0.02336331643786499,0.2386093372481902,0.5377453733370676,0.00018919572727452692,0.038911344301110755,0.01947114731980643
3,94,gru_256_256,12,64,27,2021-01-28,2021-02-12,1,314722,0.0,0.0003279307734579234,0.0005480934479047272,0.023411395684681577,0.2395934556571282,0.5345423702841988,,0.03891735826424944,0.01957375388640988
3,94,gru_256_256,12,64,27,2021-01-28,2021-02-12,1,314722,0.25,0.00032800070263299996,0.0005482226354184576,0.02341415459542491,0.2399434968897706,0.5343779571140942,0.00010297951555986325,0.03883592645676496,0.01957362392519523
